Input Size,Dist_1,Dist_2,Dist_3
10,0.6806930693069307,0.6323214285714286,0.7628571428571429
50,0.693559718969555,0.7663297872340425,0.7407824726134585
100,0.6871645997745208,0.7377218225419664,0.7644188428059396
500,0.7146793239175735,0.7695646258503401,0.7528889976613912
1000,0.7010854385466931,0.7631565598339867,0.7533519493643955
3000,0.7111947980512336,0.7711064911064911,0.7438626822752568
5000,0.7161864208506855,0.7724768972276673,0.7478595290995987
8000,0.7124243895620443,0.7707737889771028,0.7528293129852672
10000,0.7142963505789243,0.7701506346180669,0.7535747025981072
